900.0000	-0.0250109
899.5000	-0.024949
899.0000	-0.0248824
898.5000	-0.024838
898.0000	-0.0248836
897.5000	-0.0248939
897.0000	-0.0248988
896.5000	-0.0249195
896.0000	-0.0248932
895.5000	-0.0248634
895.0000	-0.0248979
894.5000	-0.0248951
894.0000	-0.0249627
893.5000	-0.0249575
893.0000	-0.0249817
892.5000	-0.0249599
892.0000	-0.0249655
891.5000	-0.0249479
891.0000	-0.0249687
890.5000	-0.0249492
890.0000	-0.0249927
889.5000	-0.0250121
889.0000	-0.0250446
888.5000	-0.0250165
888.0000	-0.0250406
887.5000	-0.0249898
887.0000	-0.0250606
886.5000	-0.025104
886.0000	-0.025111
885.5000	-0.0250689
885.0000	-0.0250655
884.5000	-0.0250672
884.0000	-0.0250536
883.5000	-0.0251007
883.0000	-0.0250591
882.5000	-0.0250431
882.0000	-0.0250246
881.5000	-0.0250502
881.0000	-0.0250798
880.5000	-0.0250539
880.0000	-0.0250832
879.5000	-0.0250874
879.0000	-0.0250749
878.5000	-0.0251016
878.0000	-0.0250918
877.5000	-0.0250753
877.0000	-0.0250876
876.5000	-0.0251051
876.0000	-0.0251253
875.5000	-0.0251218
875.0000	-0.0250768
874.5000	-0.02503
874.0000	-0.025007
873.5000	-0.025016
873.0000	-0.0250441
872.5000	-0.0250761
872.0000	-0.0251495
871.5000	-0.0251808
871.0000	-0.0252112
870.5000	-0.0252277
870.0000	-0.025244
869.5000	-0.0251991
869.0000	-0.0252034
868.5000	-0.0251354
868.0000	-0.0251962
867.5000	-0.0251755
867.0000	-0.025173
866.5000	-0.0251142
866.0000	-0.025113
865.5000	-0.0251313
865.0000	-0.0251534
864.5000	-0.0251239
864.0000	-0.0251494
863.5000	-0.0251571
863.0000	-0.0251467
862.5000	-0.0250865
862.0000	-0.0250887
861.5000	-0.0252
861.0000	-0.0251649
860.5000	-0.0251665
860.0000	-0.025115
859.5000	-0.0251667
859.0000	-0.0251543
858.5000	-0.025196
858.0000	-0.0251554
857.5000	-0.025164
857.0000	-0.0251716
856.5000	-0.0252267
856.0000	-0.0252709
855.5000	-0.0252283
855.0000	-0.0252294
854.5000	-0.0251177
854.0000	-0.0251191
853.5000	-0.025139
853.0000	-0.0251669
852.5000	-0.0251238
852.0000	-0.0250774
851.5000	-0.0250623
851.0000	-0.0250926
850.5000	-0.0250987
850.0000	-0.028059
849.5000	-0.0281406
849.0000	-0.0281295
848.5000	-0.0281176
848.0000	-0.0281256
847.5000	-0.0282056
847.0000	-0.0281662
846.5000	-0.0281506
846.0000	-0.0281765
845.5000	-0.0281061
845.0000	-0.0281782
844.5000	-0.0281024
844.0000	-0.0281523
843.5000	-0.0280774
843.0000	-0.0280388
842.5000	-0.028116
842.0000	-0.0281152
841.5000	-0.0282057
841.0000	-0.0282384
840.5000	-0.0281797
840.0000	-0.0282087
839.5000	-0.0282561
839.0000	-0.0283623
838.5000	-0.0283998
838.0000	-0.0284326
837.5000	-0.0284777
837.0000	-0.0284672
836.5000	-0.0283765
836.0000	-0.0283735
835.5000	-0.0284373
835.0000	-0.0284927
834.5000	-0.0286066
834.0000	-0.0287001
833.5000	-0.0287354
833.0000	-0.0287939
832.5000	-0.02876
832.0000	-0.0288186
831.5000	-0.0287921
831.0000	-0.0287301
830.5000	-0.0286669
830.0000	-0.028635
829.5000	-0.0287093
829.0000	-0.0286701
828.5000	-0.0287853
828.0000	-0.0287623
827.5000	-0.0288536
827.0000	-0.02887
826.5000	-0.0289206
